Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	MXF0224	MXF2938	MXF6221	MXF675	MXF742	MXF7671	MXF9	PMFH904	MXF909	MXF911	MXF1041	MXF2516	MXF632	MXF633	MXF659	MXF730	MXF832	MXF851	PMFH864	PMFH30	PMFH35	PMFH41	PMFH6	PMFH759	PMFH762	PMFH763	PMFH764	PMFH767	PMFH774	PMFH814	PMFH816	PMFH817	PMFH818	PMFH819	PMFH833	PMFH853	PMFH854	PMFH857	PMFH859	PMFH860	PMFH862	PMFH865	PMFH867	PMFH870	PMFH876	PMFH877	PMFH878	PMFH898	PMFH899	PMFH905	PMFH910	MXF2553	MXF664	MXF6838	MXF9679
Amplification Peak  4 - CN values	1q21.2  	chr1:149103195-149200648(probes 53040:53058)    	chr1:149144535-149179959(probes 53044:53055)    	chr1:149041934-149815144(probes 53030:53070)    	0.0063925	   0.011067		Actual Copy Change Given	0.14846	2.6754	1.2226e-05	-0.0047079	0.92655	0.49649	-0.11348	0.64506	-0.17017	0.21298	-0.39762	2.3405	0.044049	0.8718	1.093	0.50359	-0.81761	0.14712	1.0677	4.5721	-0.10959	0.017077	-0.20448	0.27758	-0.33123	0.88545	1.6599	-0.37673	0.22715	1.2644	-0.025522	0.48208	0.70026	-0.88542	0.061846	-0.031932	1.2239	0.28065	0.79588	1.0112	1.0249	0.094491	-0.1307	0.17196	1.8058	1.2725	0.50579	0	2.1154	0.73303	0.72848	1.1452	0.54524	-0.44522	-0.22105
Amplification Peak  5 - CN values	1q24.3  	chr1:150455581-178869800(probes 53444:67517)    	chr1:172113587-172121331(probes 64402:64412)    	chr1:169413881-177342828(probes 63076:66903)    	0.023724	   0.032547		Actual Copy Change Given	0.14846	1.5813	-0.42395	-0.068247	5.7237	-0.39821	1.8662	2.3124	-0.097763	-0.61841	0.47292	1.4991	0.13421	0.40994	0.66124	0.011265	0.68943	0.78758	0.55345	2.1395	1.7876	-0.024251	-0.41377	0.69391	-0.20983	-0.057861	1.9288	0.39446	-0.010094	0.40955	-0.0011097	0.54874	0.023706	0.36291	-0.078057	0.0096798	0.49822	0.42536	-0.27779	0.25048	0.086233	1.3394	-0.16678	2.3017	0.10526	0.47631	-0.0051579	0	0.090902	0.16716	-0.43929	0.025303	0.18586	-0.31072	-0.051181
Amplification Peak  6 - CN values	2p22.3  	chr2:34686100-34727028(probes 111441:111453)      	chr2:34686237-34726428(probes 111442:111452)      	chr2:34686237-34761892(probes 111442:111457)      	0.011067	   0.011067		Actual Copy Change Given	-0.13238	-1.5335	-0.44468	-0.023977	0.039902	-0.41091	0.23678	-1.5335	0.57835	1.7379	0.53945	-0.65066	-0.13677	-0.20531	-0.22495	0.74803	-0.021373	0.81727	0.58892	-0.049309	1.2331	0.62916	0.61118	-0.33837	0	0.82622	-0.06652	-0.2463	-1.5335	0.35447	0.93345	-0.24064	-0.45779	-0.59409	0.93915	0.46943	1.3767	-1.5335	1.5687	-0.47951	-0.6926	-1.5335	0.74765	0.75185	0.83098	2.5935	1.2483	0.1197	0.021079	-0.52685	0.88986	0.19411	1.2364	1.9995	-1.5335
Amplification Peak  7 - CN values	2q14.3  	chr2:82166487-219301451(probes 131808:181498)    	chr2:122897996-123000020(probes 143679:143700)  	chr2:122469924-123149131(probes 143579:143721)  	0.17003	    0.17003		Actual Copy Change Given	-0.4678	-0.3819	-0.33155	-0.031359	0.66808	0.67606	-0.038272	6.5742	0.30044	0.37861	-0.35506	0	-0.045093	-0.275	0.13835	0.02806	-0.011335	0.01382	-0.087452	-0.027196	0.013492	-0.14503	-0.42012	-0.34308	0	0.37705	0.017404	-0.25793	0.010006	0.26028	-0.013541	-0.31997	0.041175	0.56312	0.1617	-0.26122	0.023262	0.88686	0.22624	0.13604	-0.11024	0.65903	-0.062368	0.62406	1.1214	1.0182	0.066892	0.1197	0.074877	0.032991	-0.16752	0.7944	0.19847	0.087404	0.10829
Amplification Peak  8 - CN values	3p12.1  	chr3:85914590-87308968(probes 227884:228312)      	chr3:86040635-86246652(probes 227955:228038)      	chr3:85916920-87290166(probes 227885:228299)      	0.035856	   0.035856		Actual Copy Change Given	-1.0346	1.818	0.18799	-0.015191	-1.0592	0.055658	-0.63734	6.5742	0.36954	0.057536	-0.34191	0.039277	-0.28073	0.091735	0.020987	0.022605	0.28311	0.0039764	0.31538	0	0.10526	0.033033	-0.014366	1.9444	0.1679	0.3608	0.030873	-0.28525	0.074408	1.4798	-0.048073	0.19221	-0.071071	0.58202	-0.030855	-0.023017	0.10191	0.85363	3.569	0.054853	0.46092	0.23071	0.0090312	0.0051359	-0.022994	-0.024128	-0.0054504	0.18081	-0.45219	1.3459	-0.041702	0.62049	0.0044411	0.049838	0.3094
Amplification Peak  9 - CN values	3q26.1  	chr3:162504764-162641111(probes 256772:256797)  	chr3:162545031-162565794(probes 256779:256781)  	chr3:162514535-162643561(probes 256773:256799)  	0.010222	   0.010222		Actual Copy Change Given	-0.10289	1.3482	1.8697	-1.5335	0.099579	0.44799	0.028236	3.2921	2.7569	-1.5335	-1.5335	-0.25636	0.42694	0.048688	-0.53966	-0.00097017	-1.5335	-0.34721	0.16681	-0.95613	-0.27045	1.0268	1.0853	0.36395	0.22299	-1.5335	0.0041632	0.40044	0.07988	0.024127	-1.2479	2.051	-0.066821	1.64	-1.5335	1.0883	-1.5335	0.16566	0.096573	0.68502	1.3099	-1.5335	1.2971	-1.0059	-1.5284	-0.94482	1.0035	-1.0674	-0.80542	2.6287	-0.60927	-1.3939	0.88986	-0.88117	-1.5335
Amplification Peak 10 - CN values	4p16.1  	chr4:10096939-10264050(probes 275852:275882)      	chr4:10114137-10166202(probes 275859:275874)      	chr4:10099297-10244611(probes 275853:275881)      	0.14892	    0.14892		Actual Copy Change Given	0.49943	1.3348	0.061235	1.1672	0.46468	0.068235	1.5422	0.027831	-0.509	0.18846	0.33558	0.0019856	-0.013099	0.38787	0.092605	0.79126	0.22037	0.083429	1.1749	-0.46697	-0.47194	-0.16364	0.089706	-0.3267	0.072109	-0.019549	0.10848	1.074	0.011958	0.22629	-0.061018	-0.19641	0.56739	0.98908	0.5998	-0.037928	0.41353	-0.18496	1.0749	0.83882	0.19284	2.1249	-0.29055	1.335	0.13976	1.0826	-0.18085	0.54373	0.83624	0.09232	2.2152	1.1497	0.11242	-0.32494	-0.25062
Amplification Peak 11 - CN values	4q12    	chr4:10846183-69402790(probes 276112:294120)      	chr4:54524152-54960299(probes 289948:290138)      	chr4:54524152-55374134(probes 289948:290283)      	0.16672	     0.2125		Actual Copy Change Given	0.5029	0.38408	-0.42799	1.0604	0.87747	0.56223	1.0271	0.9138	-0.48474	0.18846	-0.35918	0.024746	0.049682	0.32525	0.10891	-0.075108	0.33949	0.010982	0.3005	0.015764	0.0090312	-0.036686	0.1109	0.12815	0.094927	0.9265	0.030873	0.32286	0.011958	0.044432	-0.0071117	0.15579	-0.03395	6.5742	0.21453	-0.0095729	0.53671	0.032638	0.64813	0.79033	0.096822	0.27679	1.8509	0.33302	0.60341	-0.10973	-0.11024	0.29241	0.040363	0	-0.14695	0.60718	0.010888	2.5243	-0.11341
Amplification Peak 12 - CN values	4q13.2  	chr4:69427221-69462378(probes 294128:294130)      	chr4:69438182-69459448(probes 294129:294129)      	chr4:69223076-69810815(probes 294120:294186)      	4.1258e-05	 5.0819e-05		Actual Copy Change Given	1.9934	0.44223	0.58221	1.0361	0.87747	0.44071	0.14969	-0.47279	-0.48474	-0.60891	0.4683	2.6359	0.68738	0.32525	-0.47109	-0.5202	-0.78892	0.82275	0.1817	0.015764	0.0090312	0.90251	0.96576	1.2313	1.318	0.68101	0.064511	0.26232	0.011958	-0.22932	1.0197	0.15579	1.0855	5.36	0.034872	0.65181	2.0128	0.032638	-1.5335	-0.55553	-0.48649	1.1972	1.2067	1.4637	1.9531	0.73263	0.0041118	0.29241	-1.0827	0	0.6072	-0.006591	-1.5335	3.5674	0.9808
Amplification Peak 13 - CN values	4q31.21 	chr4:140195022-161235142(probes 319775:327948)  	chr4:146435582-146556682(probes 322232:322285)  	chr4:146271291-146906990(probes 322185:322469)  	0.13549	    0.13549		Actual Copy Change Given	0.0073609	0.44494	-0.40781	0.90976	0.45564	-0.40528	2.0796	-0.097759	-0.14848	1.2612	0.81286	6.5742	0.047986	0.27726	0.05375	-0.0030475	-0.50807	0.057083	0.034401	0.13576	1.5225	0.048642	0.10306	-0.344	-0.014916	0.0014899	0.092025	-0.29094	0.011958	0.044715	-0.015705	0.33365	-0.016292	-0.087712	0.034872	-0.088505	0.53109	0.032638	0.78159	0.15117	0.079159	0.85442	-0.074678	0.21606	0.0055992	-0.081229	0.0041118	0.29241	-0.46908	0.001319	0.83117	-0.015414	0.027497	-0.32298	1.0067
Amplification Peak 14 - CN values	5p15.1  	chr5:8374298-21392608(probes 341517:345960)        	chr5:16465420-16521912(probes 344529:344554)      	chr5:12209875-21247302(probes 343080:345955)      	0.029183	   0.040303		Actual Copy Change Given	0.98018	-0.42549	0	0.37528	4.3722	4.2967	1.273	0.14863	-0.050708	-0.0041304	0.1015	0.82124	1.2087	1.0295	3.8698	0.0351	0.31707	1.3503	0.39106	0.043083	0.0061322	0.41814	0.038489	0.39845	0.16475	0.13476	0.00597	0.51839	0.0033299	1.782	0.076864	0.52518	-0.56337	0.67864	0.14444	0.50549	-0.49694	0.90173	-0.35919	0.66057	-0.030321	0.11125	1.0992	0.49389	0.2233	-0.063315	0.078241	0.096761	-0.37074	0.052957	0.080024	1.2015	0.044203	0.11581	3.056
Amplification Peak 15 - CN values	5p14.1  	chr5:21565097-36618688(probes 346002:350681)      	chr5:27995708-28600673(probes 347749:347838)      	chr5:23607104-29602135(probes 346819:348040)      	0.024248	   0.056355		Actual Copy Change Given	1.4957	-0.19725	0	0.26059	3.4717	1.6374	1.1243	0.14863	1.7683	3.1025	0.1015	0.88157	1.5276	1.0295	2.041	0.0351	0.31707	1.1356	0.41632	0.043083	0.0061322	0.41814	0.038489	0.39845	0.16475	0.13476	0.00597	0.31193	0.0033299	1.6286	0.67882	0.52518	-0.56337	0.55425	0.14444	0.50549	-0.45565	0.55036	-0.2202	0.66057	-0.030321	0.89708	1.0992	0.49389	0.095508	-0.063315	-0.022767	0.096761	-0.37074	0.052957	-0.1067	1.2015	-0.01849	0.11581	3.7414
Amplification Peak 16 - CN values	5p13.1  	chr5:26414649-60744650(probes 347401:358357)      	chr5:38443474-38457802(probes 351444:351452)      	chr5:37954361-38967915(probes 351263:351672)      	0.066581	    0.19995		Actual Copy Change Given	3.5266	-0.12187	0	1.6384	1.5843	1.6374	1.1243	0.14863	2.2699	1.2862	0.1015	0.82736	1.78	1.0295	1.8003	-0.0015243	0.31707	1.3746	0.41632	0.043083	0.0061322	0.41814	0.038489	-0.18219	0.21192	0.15319	0.061937	0.24358	0.0033299	0.41496	0.42402	0.52518	-0.56337	0.62679	0.14444	0.63076	-0.45565	0.55036	-0.067442	0.66057	-0.030321	1.8584	1.0992	0.58739	0.74461	-0.063315	-0.022767	0.096761	-0.3561	0.011126	0.63098	1.2015	0.2885	0.11581	6.5742
Amplification Peak 17 - CN values	6p21.32 	chr6:32595018-32624785(probes 418212:418224)      	chr6:32603980-32613893(probes 418213:418217)      	chr6:32603980-32628244(probes 418213:418226)      	0.12708	    0.13171		Actual Copy Change Given	-0.47685	4.1131	-0.91364	0.085221	-0.94503	-0.87291	-0.64888	-1.4385	0.27301	0.19834	-0.47689	-1.5024	-1.5335	0.10964	0.032856	0.92716	2.4321	0.65492	-1.2766	0.72177	-1.4475	-0.1573	2.0869	-0.39307	-0.39993	-1.3724	0.032422	-0.17601	-0.013402	0.42803	-1.0092	-1.0511	0.044635	-1.2988	-1.5335	0.1386	-1.4205	-0.95174	0.058383	-0.0041075	-1.4211	-1.3339	1.2234	-1.5335	1.3564	0.48703	0.031428	-0.2616	-1.5335	-1.5335	0.11946	-1.4816	-1.3597	0.11288	2.0089
Amplification Peak 18 - CN values	6p21.1  	chr6:38413223-54724601(probes 421251:428589)      	chr6:40732684-41030238(probes 422368:422472)      	chr6:40586185-41516090(probes 422339:422689)      	0.1243	     0.1284		Actual Copy Change Given	0.38502	0.83667	-0.41651	-0.14194	-0.4935	0.38601	0.35761	-0.23239	0.27301	0.19834	0.41214	0.004364	-0.62455	0.25259	0.075559	-0.013264	0.5266	0.02908	-0.011266	-0.33046	-0.01409	0.097343	0.14043	0.11257	-0.39993	-0.058631	0.04883	-0.22453	-0.013402	1.0199	6.5209	0.40075	-0.52951	0.77599	0.30995	0.1386	0	0	3.1011	0.10648	-0.14743	0.43361	-0.1827	-0.06048	-0.049965	0.48703	0.094293	-0.2616	0.062974	0.010131	0.28754	0.59681	0.17211	0.059095	2.5234
Amplification Peak 19 - CN values	7p22.3  	chr7:1-83324(probes 471265:471277)                      	chr7:1-65557(probes 471265:471273)                      	chr7:1-2562741(probes 471265:472273)                  	0.0063925	   0.023724		Actual Copy Change Given	0.3771	-0.13471	0.57435	1.4183	1.0644	0.75375	0.76643	0.85779	0.34341	-0.070647	-0.85922	-0.65521	0.032579	0.34339	0.89487	0.028341	-0.28869	2.3866	-0.011404	-0.031158	1.4136	0.83707	-0.49621	0.23334	0.42251	0.21081	-0.1637	0.53415	-0.0085766	0.86096	-0.074812	0.82821	0.54541	1.5871	0.18995	-0.017559	-0.078411	0.53452	0.21977	0.4781	0.2334	-0.1259	0.72811	-0.031808	1.2508	4.3859	-0.0069706	-0.030864	1.4479	-0.043461	0.51874	1.8956	1.039	0.10147	1.9158
Amplification Peak 20 - CN values	7p15.2  	chr7:27140333-27303558(probes 482435:482563)      	chr7:27234944-27237811(probes 482532:482532)      	chr7:6870885-34915374(probes 474269:486356)        	0.00035076	   0.010071		Actual Copy Change Given	0.49891	0.44765	0.57435	0.99115	5.8307	0.73132	0.58565	0.85779	0.34341	-0.070647	0.05383	-0.65521	0.10964	0.34339	-0.012018	0.65277	-0.28869	0.05466	-0.011404	-0.16868	2.0259	0.83707	0.13539	2.2313	0.51664	0.21081	0.4681	1.2601	-0.0085766	0.093881	-0.098056	0.56327	1.1199	1.318	0.18995	1.0491	1.5166	0.53452	0.21977	0.4781	0.31759	0.70757	0.72811	0.54393	0.89178	5.7403	-0.0069706	-0.030864	0.12259	0.042879	0.8691	-0.017065	2.3133	0.11728	-0.11024
Amplification Peak 21 - CN values	7p14.1  	chr7:38296177-38352384(probes 487757:487786)      	chr7:38315241-38350593(probes 487763:487785)      	chr7:38291808-38415395(probes 487756:487803)      	2.716e-08	 1.4233e-07		Actual Copy Change Given	1.6153	0.74423	1.6556	2.4525	1.513	2.2442	1.063	1.9321	1.4063	0.85802	0.59731	-0.65521	1.0285	1.5342	-0.012018	0.097979	0.39629	0.69503	0.59341	-0.16868	0.16805	2.1213	0.13539	0.36739	-0.045499	-0.29547	0.93691	0.63902	-0.0085766	0.063795	-0.098056	0.56327	1.2969	1.8116	0.18995	1.0491	2.6712	0.53452	0.93348	1.6798	1.0432	0.97296	1.5662	2.3172	1.4803	1.561	0.56341	-0.030864	0.85289	0.56544	1.4438	0.71159	0.74801	0.67996	1.0971
Amplification Peak 22 - CN values	7p11.2  	chr7:55057822-55659466(probes 493833:494133)      	chr7:55131015-55134189(probes 493879:493879)      	chr7:55062561-55662710(probes 493834:494135)      	0.032579	   0.047447		Actual Copy Change Given	0.22993	0.46246	0.5815	-0.23447	0.37512	0.71471	0.11657	-0.086518	0.32094	-0.059111	0.060292	-0.65521	-0.60873	-0.022912	-0.012018	0.24187	-0.17803	-0.026944	0.016495	-0.16868	-0.0088727	0.78601	0.020903	0.33157	-0.045499	0.70452	0.047126	-0.21565	-0.0085766	0.063795	-0.054152	0.56327	0.60756	4.8017	0.18995	0.041763	0.49153	0.17573	-0.19461	6.391	0.080397	0.18359	0.75318	1.0804	1.6518	2.1568	0.11347	-0.030864	0.0062836	0.05253	1.0595	-0.029806	-0.030131	0.10075	0.27842
Amplification Peak 23 - CN values	7q31.2  	chr7:84966313-139871805(probes 502603:530112)    	chr7:116330503-116528152(probes 517530:517643)  	chr7:116330503-116531301(probes 517530:517646)  	0.10863	    0.12488		Actual Copy Change Given	0.22993	0.032287	0.5815	0.21576	0.37512	-0.2595	1.1615	0.26405	0.79163	1.564	0.4951	-0.70221	0.068378	-0.092327	-0.087314	0.11712	-0.46259	0.095535	0.032634	-0.16868	0.48789	0.78601	0.0097453	0.013911	-0.045499	0.16257	0.087824	0.058224	-0.0085766	2.0278	0.017403	0.20196	0.52258	6.5742	0.22537	0.041763	-0.49417	0.22006	-0.28808	-0.58673	0.080397	-0.23088	0.069956	-0.36345	2.6897	-0.47903	0.20085	-0.030864	0.07934	0.0027791	0.33027	0.030456	0.026654	0.12183	0.51978
Amplification Peak 24 - CN values	7q34    	chr7:141759946-141789173(probes 531188:531199)  	chr7:141766884-141787661(probes 531190:531198)  	chr7:141761545-141806542(probes 531189:531204)  	0.031564	    0.03254		Actual Copy Change Given	0.22993	1.28	0.5815	0.16835	-0.99806	-0.2595	0.35532	0.56152	3.1816	0.71384	-0.35223	1.0054	0.098582	-0.092327	0.65443	1.3662	0.13243	0.012097	0.68598	-0.32538	0.80572	0.70798	0.024829	0.013911	-0.045499	0.46395	0.022865	-0.84971	-0.0085766	0.6629	0.41566	1.655	1.704	0.4765	-0.81458	-0.58875	-0.11678	-1.5084	-0.72216	-0.047483	1.333	0.072109	-0.31646	0.5763	1.1694	-0.51518	0.20085	-0.030864	1.2135	0.024132	1.5076	-0.0050705	0.66604	0.12183	-0.58784
Amplification Peak 25 - CN values	8p12    	chr8:35277807-36287276(probes 553584:553935)      	chr8:35825821-36196004(probes 553839:553919)      	chr8:35278949-36297528(probes 553585:553937)      	0.028623	   0.062755		Actual Copy Change Given	0	-0.53662	1.6058	-0.33225	-0.50815	1.4131	0.10968	0.14637	-0.73993	0.39432	0.73363	0.86186	-0.66365	-0.00041585	0.25715	-0.047395	0.40961	-0.035857	0.040397	0.34642	-0.0012473	-0.31902	-0.31202	-0.19575	-0.594	0.19493	-0.068261	-0.62798	-0.014778	0.10453	-0.43007	5.242	0.0086135	1.2438	-0.32959	0.11518	0.51385	-0.57861	-0.29282	2.052	-0.11939	0.048404	0.22638	-0.45608	-0.0048461	0.043016	-0.060081	-0.031683	-0.4646	-0.021329	0.89788	6.5742	2.5745	-0.11414	-0.61614
Amplification Peak 26 - CN values	8p11.22 	chr8:39220644-39392474(probes 555083:555151)      	chr8:39243894-39263326(probes 555086:555094)      	chr8:38976147-39416497(probes 554980:555158)      	5.701e-11	 1.2553e-10		Actual Copy Change Given	0.93183	-1.5335	5.2496	-1.5335	0.77541	4.5992	0.10968	1.9956	2.5272	3.2022	-1.5335	1.7199	0.2749	-0.00041585	-0.020001	1.4519	-1.5335	-0.035857	-0.32094	0.34642	-0.0012473	-0.47923	-0.68022	0.18011	-0.90753	0.19493	-1.5335	-0.15848	2.0292	-1.5335	0.89307	-0.0094226	1.4366	1.0601	1.0258	0.11518	-1.5335	2.437	0.45481	6.5742	-0.11939	0.044432	-1.5335	0.97523	1.3327	0.043016	-0.060081	-0.031683	0.77603	1.4433	3.1487	1.356	6.5742	-0.11414	-1.5335
Amplification Peak 27 - CN values	8q22.1  	chr8:39378358-146364022(probes 555150:593497)    	chr8:98167443-98175025(probes 574755:574755)      	chr8:98167443-98182448(probes 574755:574758)      	0.19995	    0.21895		Actual Copy Change Given	-0.082801	0.58865	-0.39251	-0.020961	-0.017666	0.029184	0.10238	-0.049289	0.41347	0.21379	-0.3669	-0.71572	0.072253	-0.00041585	-0.39864	-0.011473	0.60232	-0.71791	0.015936	0.10452	-0.0012473	0.4605	0.10273	0.97956	0.17815	0.24665	0.00097064	0.076422	0.018943	0.0013868	0.45088	-0.24425	0.57237	-0.044415	-0.099738	0.11518	0.59566	6.5742	-0.30281	0.20051	0.2839	1.3221	0.25464	-0.22047	1.2488	3.6631	0.092116	0.57219	0.043618	0.010747	-0.41201	0.6098	2.6936	-0.096163	0.95886
Amplification Peak 28 - CN values	9p24.1  	chr9:1-18506410(probes 593498:601051)               	chr9:5044880-5284730(probes 595758:595846)          	chr9:2431407-5308148(probes 594483:595854)          	0.12708	    0.12708		Actual Copy Change Given	0.098851	-0.52225	-0.4221	0.63025	-1.0511	-0.17449	-0.37738	-0.077478	-0.22145	-0.61617	-0.36966	0.039838	-0.62879	-0.13794	0.03205	0.029888	-0.6122	0.01078	-0.058125	-0.54552	-0.5011	-0.057866	0.099815	2.519	-0.35965	0.029008	0.59296	-0.2636	0.29247	0.13732	-0.0026332	1.9386	-0.56525	-0.13342	1.1134	0.33396	0.14697	6.5742	1.0014	-0.0039674	-0.12828	-0.50256	0.39978	-0.80832	0.49043	-0.074558	0.18501	-0.73436	-0.43937	-0.11795	0.021603	0.85546	-0.02562	0.0932	0.38733
Amplification Peak 29 - CN values	9p13.3  	chr9:35121811-38490774(probes 606997:608666)      	chr9:35654568-36044914(probes 607251:607491)      	chr9:35173028-36140659(probes 607006:607545)      	0.1493	     0.1493		Actual Copy Change Given	0.098851	-0.53916	-0.34342	-0.14464	-0.49871	-0.61585	0.39882	1.6105	2.7279	-0.51731	-0.35053	0.039838	-0.62627	-0.19525	0.13761	0.045566	-0.50505	0.013772	0.015281	-0.45091	-0.47068	0.02539	0.10188	0.80928	6.5742	0.00020046	0.86692	0.019223	0.29247	0.13732	0.0055519	0.30615	-0.55246	-0.078278	0.026233	0.066484	0.012082	-0.035176	-0.19222	-0.21015	-0.12148	-0.44792	0.17362	1.8328	0.38634	-0.074558	0.065317	-0.15661	-0.10483	-0.11795	0.34242	0.44896	0.044715	0.088273	0.25324
Amplification Peak 30 - CN values	11q11   	chr11:55356043-55468559(probes 714002:714033)    	chr11:55383477-55444167(probes 714010:714029)    	chr11:55357830-55475358(probes 714003:714036)    	0.019428	   0.021975		Actual Copy Change Given	-0.72553	0.68962	0.59477	0.77099	0.21914	-0.77294	0.84164	-0.49277	1.4728	1.4155	-0.69621	-0.42805	-0.17018	-0.12797	-0.50981	-0.66679	-0.044686	0.57416	0.66743	-0.053489	0.66549	-1.2336	-1.5335	0.81376	0.88986	-0.2664	0.59764	-0.65342	-0.97103	-0.22108	0.68142	0.10522	0.66715	-0.59886	-0.49527	-0.68626	-0.81244	0.98059	0.81984	-0.62331	0.90392	0.60647	0.9009	0.74271	1.6548	-0.066266	0.69851	-0.32407	0.75545	0.90896	-0.083465	1.6483	0.66882	0.78217	1.1928
Amplification Peak 31 - CN values	11q13.3 	chr11:28199438-106104181(probes 706011:735906)  	chr11:69089599-69263306(probes 721120:721144)    	chr11:69089599-69279801(probes 721120:721147)    	0.16216	    0.24666		Actual Copy Change Given	-0.32426	2.5444	0.59477	0.77099	0.41212	0.046559	0.020938	0.41045	0.42168	0.35923	-0.072118	0.017341	6.5742	-0.12797	-0.034768	-0.041024	-0.18672	-0.21317	-0.032655	-0.053489	-0.018353	0	-0.43083	-0.39975	0.032563	0.37804	-0.089567	-0.10184	-0.0042929	-0.22108	0.00319	0.084479	0.0083351	0.50794	0	-0.025376	-0.046344	-0.1876	-0.034632	1.313	0.10453	-0.1391	-0.059269	-0.20694	1.0368	-0.57774	-0.037844	-0.32407	0	-0.0292	0.93508	0.60159	0.059807	0.05442	0.18808
Amplification Peak 32 - CN values	11q14.1 	chr11:81921528-82008497(probes 726556:726581)    	chr11:81927526-81997716(probes 726557:726580)    	chr11:81808560-82047580(probes 726525:726593)    	0.029519	   0.036461		Actual Copy Change Given	-0.31669	0.65204	0.59477	1.0386	0.41212	-0.44156	0.76068	1.9663	0.42168	-0.45835	-0.041001	0.017341	6.5742	-0.12797	0.027919	0.011937	-0.18672	-0.21317	-0.34865	-0.053489	-0.41849	0	-0.43083	0.3651	0.032563	0.25579	-0.10329	-0.019863	-0.0042929	-0.22108	0.00319	-0.48472	-0.04428	0.64502	0	-0.025376	0.060508	-0.1876	0.038081	6.5742	0.10453	-0.10684	-0.67545	-0.20694	1.0368	-0.57774	-0.037844	-0.32407	0	0.043827	-0.3773	0.64641	0.045566	0.0903	-0.098945
Amplification Peak 33 - CN values	11q22.1 	chr11:98205109-106374340(probes 732722:735949)  	chr11:100857785-101241472(probes 733770:733895)	chr11:99154241-101897664(probes 732986:734136)  	0.045989	   0.061033		Actual Copy Change Given	-0.31669	0.45275	0.59477	0.74232	-0.50505	-0.4174	0.70331	0.58973	0.43751	-0.45835	-0.028195	0.017341	-0.65009	-0.24192	0.027919	0.020343	-0.12694	-0.12845	-0.363	-0.053489	-0.41849	-0.085923	-0.42789	0.80442	6.5742	0.76672	0.0012481	-0.015054	-0.0042929	-0.22108	0.00319	-0.48472	-0.04428	0.70457	0	-0.49102	0.051672	-0.23312	-0.68978	6.5742	0.10453	-0.11535	-0.68788	-0.20694	0.64323	-0.57774	-0.027722	-0.32407	0	0.052063	-0.3511	-0.0054853	-0.025756	0.065098	-0.098945
Amplification Peak 34 - CN values	12q15   	chr12:69115810-70960162(probes 776835:777694)    	chr12:69602336-70515972(probes 777053:777500)    	chr12:69117426-70963670(probes 776836:777696)    	0.018988	   0.021975		Actual Copy Change Given	-0.014641	-0.063972	0.67402	0.56774	-0.027535	0.052668	-0.066084	-0.17726	-0.041422	0	-0.35873	0.037824	6.5742	0.20763	-0.19187	0.059794	-0.47923	-0.042245	-0.040412	-0.09941	-0.0051227	-0.053933	-0.42938	0.039827	0.097979	0.12031	0.020343	0.37627	0	0.10599	-0.011888	-0.02509	-0.017254	-0.11077	0.082332	-0.060912	0.019223	-0.19337	6.5742	-0.058231	0.32495	-0.2537	0.5649	-0.45383	0.021061	-0.092492	-0.016047	-0.20545	-0.47498	-0.05753	-0.0832	6.5742	-0.022332	0.097703	-0.036538
Amplification Peak 35 - CN values	12q21.1 	chr12:1-133851895(probes 748688:803460)           	chr12:72327243-72348868(probes 778422:778432)    	chr12:72327243-72353985(probes 778422:778435)    	0.16672	    0.24666		Actual Copy Change Given	-0.014641	-0.063972	0.67402	0.56774	-0.027535	0.052668	-0.066084	-0.17726	-0.041422	0	-0.35873	0.037824	4.6272	0.20763	-0.19187	0.059794	-0.47923	-0.042245	-0.040412	-0.09941	-0.0051227	-0.053933	-0.42938	0.039827	0.097979	0.12031	0.020343	0.37627	0	0.10599	-0.011888	-0.02509	-0.017254	-0.11077	-0.0635	-0.060912	0.019223	-0.19337	6.5742	-0.058231	0.32495	-0.21268	1.0674	-0.45383	0.021061	-0.092492	-0.016047	-0.20545	-0.47498	-0.05753	-0.0832	0.58477	-0.022332	0.097703	-0.036538
Amplification Peak 36 - CN values	14q11.2 	chr14:22696965-22977327(probes 843317:843472)    	chr14:22881455-22961528(probes 843417:843468)    	chr14:22259319-23049406(probes 843086:843503)    	5.701e-11	  5.701e-11		Actual Copy Change Given	2.5347	6.5742	1.5055	2.7194	0.94078	1.5717	1.648	1.4448	1.2728	1.4815	0.47824	0.79288	0.041175	0.059366	0.26388	-0.03245	0.78833	0.88466	0.73312	0.31602	0.21484	0.75605	1.4248	0.99322	0.12028	0.25335	0.67957	3.9336	0.008892	-0.19087	0.6297	1.3528	-0.19137	1.0177	-0.034611	0.13181	1.2978	0.8204	-0.6348	1.64	0.75949	1.6963	0.76427	1.3778	0.74157	2.9722	0.0077268	1.1082	-0.035414	0.60323	1.7233	1.9088	1.1087	0.6233	1.5184
